mentions_count,name
60,Johann Schneider-Ammann
42,Tariq Ramadan
37,Roger Blum
34,Le Matin
32,Andr Borschberg
32,Carles Puigdemont
32,Nikolas Cruz
31,Stefanie Graf
31,Anna Gabriel
30,Donald Trump
25,Coby Persin
24,Emma Gonzalez
24,Ngo Oxfam
24,Juliette Noto
23,Kate Upton
23,Nikki Haley
21,Markus Ritter
20,Angela Merkel
20,Paul Marciano
20,Mahmoud Abbas
20,Tintin Guldimann
18,Rudolf Diesel
17,America Latin
16,Mariano Rajoy
15,Gonin Nicole
15,Jose Manuel
14,Doris Leuthard
14,Simone Veil
14,Jacques Tati
