mentions_count,name
96,Schone Aussicht
44,Donald Trump
40,Rudolf Diesel
36,Kurt Egloff
33,Le Matin
31,William Henry
25,Meghan Markle
22,Jean-Claude Bastos
21,Zurich Alderman
18,Maudet Abu Dhabi
17,Delphine Rivier
16,Fabrice Monteiro
16,Fabrizio Quirighetti
16,Gina Haspel
15,Ed Gonzalez
15,Lionel Girardin
14,Cote Riviera
14,Julien Wagner
14,Peter Jackson
14,Mahathir Mohamad
13,Michel Studer
13,Lino Guzzella
13,Nicolas Maduro
12,Sophie Roselli
12,António Guterres
12,Gaza Gaza
12,Vladimir Putin
11,Daniel Leupi
11,Greg Abbott
