mentions_count,name
41,Emmerson Mnangagwa
41,Simonetta Sommaruga
35,Nelson Chamisa
35,Cody Wilson
30,Johann Schneider-Ammann
28,Donald Trump
25,Andrew Brunson
24,Alain Berset
20,Jean-Pierre Bemba
17,Doris Leuthard
14,Ed Markey
14,Pascal Mancini
13,Hogan Gidley
12,Hasan Rohani
12,Kathrin Hillewerth
10,Emomali Rakhmon
10,Carlo Chatrian
10,Le Matin
9,Mike Pompeo
9,Sarah Sanders
8,Tendai Biti
8,Vevey Dv
8,Norbert Hofer
8,Hasni Abidi
8,Claus Rasmussen
8,Grasser Ueli Maurer
7,Mark Warner
7,John August
7,Bundesrat Johann Schneider-Ammann
7,Lopez Obrador
