mentions_count,name
91,Donald Trump
61,Angela Merkel
51,Alain Berset
39,Jeanclaude Gaultier
39,Petit Christophe
31,George Soros
31,Jawad Bendaoud
30,Nicolas Maduro
30,Le Matin
28,Klaus Schwab
25,Casey Affleck
24,Francis Perrin
24,Harvey Weinstein
23,Ueli Maurer
20,Barack Obama
19,Pascale Bruderer
18,Hannes Germann
18,Stefanie Graf
17,Catholic Pope
17,Maurizio Cattelan
16,Christophe Stephanie Graf
16,Robert Habeck
16,Mark Bonnant
15,Mohamed Bakkali
14,Andr Dussollier
14,Trumpmania Davos
12,Omar Mohammed
12,Pablo Iglesias
12,Nancy Spector
12,Raphael Golta
