mentions_count,name
144,Rudolf Diesel
103,Tariq Ramadan
95,Donald Trump
72,Theresa May
68,Stefanie Christian
53,Carles Puigdemont
45,Le Matin
41,Trumpmania Davos
36,Larry Nassar
33,Roberto Balzaretti
31,Barack Obama
29,Ben Birchall Epas
29,Cornwall Camilla Swindol
28,Ramadan Tariq
27,Henda Ayari
25,Arthur Wagner
22,Didier Burkhalter
18,Caroline Fourest
18,Stormy Daniels
18,Saida Keller-Messahli
16,Tayyip Erdogan
16,Sun Myung Moon
15,William Rayford
15,Jonathann Daval
14,Luc Barthassat
13,Joe Kennedy
12,Migros Geneva
12,Albert Philip Milton Roth
12,Harvey Weinstein
