mentions_count,name
36,Jason Kessler
32,Berat Albayrak
32,Aretha Franklin
26,Carlo Sommaruga
26,Andrew Brunson
20,Idris Elba
20,Donald Trump
18,Stormy Daniels
17,John Key
16,George Pell
16,Canton Lucerne
13,Doris Leuthard
12,Sarah Sanders
12,Piz Cengalo
12,Giovanni Frisoni
12,Dewayne Johnson
12,Mark Dumur
12,Emilia Frche
12,Omarosa Manigault Newman
12,Bauerngewerkschaft Uniterre
11,Abel Caballero
11,Ku Klux
11,Thomas Kroll
11,Tayyip Erdogan
10,Mikhail Reynolds
10,America Latin
10,Laeticia Hallyday
9,Aitana Alonso
9,Heather Heyer
