mentions_count,name
1737,Donald Trump
949,Angela Merkel
738,Theresa May
686,Vladimir Putin
611,Horst Seehofer
559,Daniel Ortega
519,Le Matin
332,Lopez Obrador
322,Gaza Gaza
291,Thomas Fabius
281,François Hollande
268,Alexander Benalla
258,Canton Lucerne
241,David Davis
230,Boris Johnson
230,Alain Berset
211,Barack Obama
199,Rosario Murillo
198,Johann Schneider-Ammann
197,Anthony Vazquez
192,Didier Deschamps
182,A Bolivianischer Totenkopfaffe
173,Patrik Gisel
171,Scott Pruitt
164,Hillary Clinton
164,Hun Sen
155,Sergio Marchionne
149,Matteo Salvini
148,Catholic Pope
