mentions_count,name
33,Christophe Castaner
32,Stacey Abrams
27,Jamal Khashoggi
26,Walt Disney
25,Theresa May
24,Sylvie Vartan
24,Ron Galimore
21,Brian Kemp
21,Scott Pruitt
20,Andry Rajoelina
20,Matthew Whitaker
19,Donald Trump
19,Barack Obama
17,Friedrich Merz
16,Stephen Barclay
14,Angela Merkel
13,Jerry Brown
13,Edward Philippe
12,Johnny Hallyday
12,Larry Nassar
12,Nina Capel
11,Salman Khashoggi
11,George Soros
10,Saverio Costanzo
10,Dominic Raab
10,Vladimir Putin
10,Mark Zuckerberg
10,Marc Ravalomanana
10,Boris Quednow
