mentions_count,name
63,Sylvie Vartan
53,Angela Merkel
45,Pipilotti Rist
43,Saleh Muslim
35,Viktor Orbán
30,Jens Spahn
26,Silvio Berlusconi
25,Yannick Buttet
24,Jan Kuciak
23,Harvey Weinstein
23,Le Matin
21,Mathias Walter
21,Lydia Belkalem
19,Johnny Hallyday
17,Vladimir Putin
17,Dana Loesch
17,Nikolas Cruz
16,Matthias Schssler
16,Dieter Behring
16,Li Baiguang
15,Europe John
13,Rick Scott
13,A Pascal Gavillet
12,Barack Obama
12,Kurdenmiliz Ypg
12,Dorothea Wunder
12,Seyyed Alireza
12,Mohammed Vi
12,Axel Springer
