mentions_count,name
35,Michael Cohen
32,Scott Morrison
27,John Lennon
25,Donald Trump
21,Karen Mcdougal
21,Malcolm Turnbull
20,Stormy Daniels
20,Thomas Minder
18,John Milton
15,Fannie Akpik
15,Peter Dutton
15,Mark David Chapman
14,Ed King
13,Lynyrd Skynyrd
13,Bundesrat Ignazio
12,Julius Baer
12,Alain Mabanckou
12,Ibrahim Boubacar
12,Mauro Medina
12,Rudy Giuliani
11,John McCain
11,Mikhail Cohen
11,Jeff Sessions
10,Augusto Pinochet
10,Petro Poroshenko
10,Canton Lucerne
10,Mauro Toscanini
10,Kevin Rudd
10,Carmen Calvo
10,Arctic Ocean
