mentions_count,name
65,Angela Merkel
63,Julian Assange
60,Donald Trump
44,Easter Bruderer
43,Theresa May
39,Jawad Bendaoud
31,Petit Christophe
31,Jeanclaude Gaultier
26,Le Matin
22,George Soros
21,Oprah Winfrey
21,Davos Steve Mnuchin
16,Mario Draghi
15,Canton Dafrine
15,Luc Addor
15,Rudolf Diesel
14,Philippe Constantine
14,Leo Tolstoy
12,David Copperfield
12,Thomas Baur
12,Lenin Moreno
12,Jessica Chastain
11,Pascale Bruderer
10,Pamela Anderson
10,Kaspar Manz
10,Aargau Easter Bruderer
9,Bundesrat Schneider-Ammann
9,Jeff Sessions
9,Klaus Schwab
8,Candice Renoir
