mentions_count,name
110,Donald Trump
65,Michael Cohen
43,Edward Philippe
42,Christophe Castaner
34,John Key
24,Daniel Wicki
24,Lyudmila Alexeeva
23,Stormy Daniels
20,Remy Buisine
20,Laurent Nunez
19,Vladimir Putin
19,Santa Claus
19,Belisario Betancur
18,Meng Wanzhou
18,Dara Khosrowshahi
17,Mikhail Cohen
15,Doris Leuthard
15,Lyudmila Alexejeva
14,Horst Alain Berset
13,Karen Mcdougal
13,Winkler Roberto Balzaretti
12,Theresa May
12,Bundesrat Ignazio
12,Chrystia Freeland
12,Nicolas Maduro
12,Bundesrat Ueli Maurer
11,Hansruedi Kugler
11,Sfera Ebbasta
11,Donald Trump
10,William Byrd
