mentions_count,name
187,Nicolas Sarkozy
88,Cambridge Analytica
66,Carles Puigdemont
54,Muammar Gaddafi
52,Stephen Hawking
45,Harvey Weinstein
43,Tariq Ramadan
39,Russell Bucklew
29,Alexander Djouhri
29,Donald Trump
25,Ziad Takieddine
21,Le Matin
20,Alex Stamos
19,Urs Schwaller
18,Terry Gilliam
18,Brice Hortefeux
16,Jamel Debbouze
15,Vladimir Putin
14,Robert Mills
14,Theresa May
13,Mahmoud Abbas
13,Kim Jong
13,Yves Nidegger
12,Emmanuel Marsigny
12,Antoine Hildbrand
12,Eric Schneiderman
12,Ellen Barkin
11,Rudolf Diesel
11,Canton Vaud
