mentions_count,name
111,Donald Trump
110,Theresa May
91,Tariq Ramadan
75,Stephen Hawking
38,Ameenah Gurib-Fakim
36,Simonetta Sommaruga
34,Rex Tillerson
33,Mike Pompeo
33,Le Matin
31,Elizabeth Holmes
30,Pascal Schmuck
30,Rodrigo Duterte
24,Stephen Bannon
19,Dimitris Avramopoulos
18,Robert Mueller
18,Johns Kelly
18,Christine Talos
17,Gabriel Sassoon
16,Angela Merkel
16,Johns Mcentee
15,Conor Elia
14,Ilich Ramirez Sanchez
14,Schwarze Locher
13,Nicolas Maduro
13,Otay Mesa
13,Dilich Ramirez Sanchez
13,Serguei Skripal
12,Jayda Fransen
12,Sergei Skripal
