mentions_count,name
59,Donald Trump
38,Carles Puigdemont
37,Chris Brown
29,Wu Xiaohui
22,Silvio Berlusconi
21,Mahathir Mohamad
15,Le Matin
14,Valtteri Bottas
14,Ali Khamenei
14,David Goodall
12,Kim Jong
12,Forza Italia
11,Gina Haspel
11,A Pascal Gavillet
10,Europe Silvio Berlusconi
10,Geneva Kantonalbank
9,Hasan Rohani
9,Terry Gilliam
9,Sergio Mattarella
9,Reza Pahlavi
8,Lowell Grissom
8,Harland Braun
8,Jane Doe
8,Canton Vaud
8,Angela Merkel
8,Kirill Serebrennikov
8,Samantha Geimer
7,Mike Pompeo
7,Harvey Weinstein
