mentions_count,name
72,Angela Merkel
66,Lucia Favre
55,Donald Trump
54,Gelson Fernandes
43,Horst Seehofer
32,Antonio Vasquez
32,Cappato Ugarte
31,Nicolas Maduro
31,Le Matin
25,Daniel Ortega
24,Fukushima Daiichi
24,Sylvester Stallone
23,Adriano Vassalli
20,A Lucia Favre
19,Vladimir Putin
18,Canton Geneva
17,Charles Herbert Best
16,Kellerhals Carrard
16,Catherine Cochard
14,Gabor Schmidt
14,Anwar Gargash
14,Juliette Noto
13,Maarten Griffiths
13,Gottfried Locher
13,Jim Mattis
13,Vladimir Kaminer
13,Fabrice Monteiro
12,Claude Bgl
12,Oleg Senzow
