mentions_count,name
65,Erwin Sperisen
52,Donald Trump
49,Zurich Sechselutenplatz
39,Shinzō Abe
38,Saddam Hussein
36,Daphne Caruana
33,Le Matin
33,Luc Barthassat
27,Justice Geneva
25,Rodrigo Duterte
24,Herve Falciani
24,Giacomo Filibeck
22,Mauro Poggia
20,Andrew Brunson
19,James Comey
19,Edwy Plenel
18,King Harald
16,Henda Ayari
16,Angela Merkel
15,Matthew Rytz
15,Sandrine Salerno
14,Serge Sarkisian
14,Alfred Latour
13,Philippe Lalliot
13,Elisabeth Ackermann
12,Amy Harris
11,Yves Nidegger
11,Strafvollzugsanstalt El
10,Serge Dal
10,Norine Brunson
