mentions_count,name
84,Tariq Ramadan
66,Erwin Sperisen
63,Yves Bertossa
50,Shinzō Abe
44,Theresa May
39,Alan Parker
38,Angela Merkel
32,Frederic Borloz
30,Le Matin
30,Donald Trump
30,Jerry Brown
29,Serge Sarkisian
24,Justin Forsyth
23,King Mswati
23,Raúl Castro
20,Bertrand Cantat
20,Alfred Latour
20,Mehdi Nemmouche
19,Sun Lausanne
18,Brendan Cox
16,Florian Mayer
16,Sophie Roselli
15,Justice Geneva
15,Mathieu Thuner
14,François Hollande
14,Luc Barthassat
13,Christine Talos
13,Terry Gilliam
12,Jacques Chirac
12,Heiko Maas
