mentions_count,name
72,Donald Trump
69,Michael Cohen
50,Paul Manafort
47,Mikhail Cohen
35,Barack Obama
34,Harvey Weinstein
28,Kevin Spacey
27,Robert Mueller
24,Asia Argento
18,Fredy Hasenmaile
17,Lanny Davis
16,Stormy Daniels
16,Karen Mcdougal
15,Rudolf Diesel
15,Christopher Wanner
14,Benjamin Manser
13,Abu Bakr Al-Baghdadi
13,Patricia Mattle
12,Kurt Portmann
11,Fidel Castro
10,Cepol Efe
10,Canton Lucerne
10,Hillary Clinton
9,Mikhail Kleeberg
9,Benedict Lecomte
9,Patrik Gisel
9,Ronald Reagan
9,Mount Kumgang
