mentions_count,name
53,Tony Brunner
38,Asia Bibi
37,Reto Nause
29,Friedrich Merz
26,Angela Merkel
25,Jamal Khashoggi
25,Toni Brunner
23,Khadim Hussain Rizvi
18,Cosa Nostra
18,Matteo Messina
18,Christoph Blocher
18,Christophe Castaner
18,Mike Egger
17,Jens Spahn
15,Bernhard Elsener
15,Sheikh Ali Salman
14,Leonel Rivera Maradiaga
14,Juan Hernandez Orlando
12,Canton Lucerne
12,Donald Tusk
12,Carmelo Patti
11,Manfred Weber
10,Jair Bolsonaro
10,Donald Trump
9,Camilo Catrillanca
9,Fawad Chaudhry
9,Pir Afzal Qadri
9,Yamal Khashoggi
8,Ueli Maurer
