mentions_count,name
81,Brett Kavanaugh
60,Donald Trump
49,Abdulla Yameen
39,Bill Cosby
38,Ibrahim Mohamed Solih
28,Dalai Lama
28,Deborah Ramirez
25,Maumoon Abdul Gayoom
24,Mauro Poggia
24,Vladimir Putin
22,Le Matin
21,Argento Asia
20,Christine Blasey Ford
19,Johann Schneider-Ammann
18,Jean-Claude Arnault
18,Daniel Ortega
16,Catholic Pope
16,Canton Lucerne
15,Bundesrat Berset
15,Blasey Ford
14,Alain Berset
14,Theresa May
13,Gerhard Pfister
13,Kim Jong
12,Calfunao Paillalef
12,Mohamed Nasheed
11,Celine Dion
10,Jimmy Morales
10,Harvey Weinstein
10,Louis Dreyfus
