mentions_count,name
65,Abu Ramadan
64,Christian Constantine
58,Mahmoud Abbas
56,Gaza Gaza
43,Didier Dana
42,Kim Jong
36,Paolo Savona
33,Donald Trump
21,Mireille Knoll
21,Sergio Mattarella
20,Morgan Freeman
20,Luke Leuzinger
18,Sean Bean
18,Angela Merkel
17,Sea Gaza
16,Doris Leuthard
16,Palestinian Gaza
16,Joshua Holt
16,Nicolas Maduro
15,Pablo Iglesias
15,Michel Temer
15,Yacine Mihoub
14,Imam Biel Abu Ramadan
14,Irene Montero
14,Ernst Sieber
14,Biel Abu Ramadan
14,Lukas Leuzinger
14,George Soros
12,Aung San
12,Gustavo Petro
