mentions_count,name
109,Tariq Ramadan
54,Angela Merkel
42,Kate Upton
41,Oleg Deripaska
40,Kim Jong
37,Charles Herbert Best
34,Ramadan Tariq
32,Susanne Ruoff
29,Le Matin
28,Paul Marciano
27,Carles Puigdemont
27,Harvey Weinstein
27,Mauro Poggia
23,Barack Obama
22,Vladimir Putin
21,Donald Trump
21,Christophe Darbellay
20,Ngo Oxfam
19,Chuck Schumer
17,Mariano Rajoy
17,Nicolas Maduro
17,Blaise Matthey
16,Kim Yong
16,Jill Messick
16,Mitch Mcconnell
15,Nicolas Hulot
15,Canton Vaud
14,Claudia Salzmann
12,Nathalie Strauss
