mentions_count,name
57,Angela Merkel
33,Vladimir Putin
32,Rodrigo Duterte
24,Mireille Mathieu
24,Philippe Petitpierre
23,Daniel Ortega
23,Werner Bishop
22,Philippe Leuba
20,Le Matin
20,Heiko Maas
19,Joo Sutter
18,Africa States
16,Suu Kyi
16,John McCain
16,Canton Lucerne
16,Michel Temer
15,Boris Johnson
14,Fredy Studer
14,Paulo Knauss
13,John McCain
13,Barack Obama
12,Steffen Seibert
12,Roger Waters
12,Malu Dreyer
12,Michael Kretschmer
12,Dominic Nahr
12,Felix Brummer
10,Jolanda Egger
10,Ennet Moss
10,Emil Frey
