mentions_count,name
120,Philip Milton Roth
50,Ocean Indian
46,Salah Abdeslam
43,Le Matin
38,Rudolf Diesel
35,Sergio Mattarella
35,Antoine Hubert
33,Donald Trump
32,Ren Zeller
27,Tariq Ramadan
24,Kim Jong
24,Canton Lucerne
23,Mario Fehr
23,Sun Myung Moon
19,Eric Stauffer
18,Philip Wilson
18,Nicolas Maduro
17,Isabelle Vernet
15,Matthias Schssler
15,Sofiane Ayari
14,Federica Mogherini
12,Ernst Sieber
12,Ruth Philips
12,Jim Fletcher
11,Chur Bishop
11,Ngo Ifaw
11,Cindy Mendicino
10,Canton Zurich
9,Ngo Justicia
9,Brian Naranjo
