mentions_count,name
127,Bill Cosby
96,Jordi Sanchez
54,Donald Trump
44,Andrea Constand
43,Jean-Pierre Pernaut
37,Theresa May
37,Selfie A Christian
30,Nikolas Cruz
29,A Selfie A Christian
27,Esther Schmid
26,Rolf Erb
24,Juan Barros
23,Janice Dickinson
23,Bernard Madoff
22,Justice Geneva
22,Le Matin
22,Cambridge Analytica
18,Ioulia Skripal
16,Pablo Llarena
15,Heidi Thomas
14,Laurent Antonoff
14,Daniele Ganser
14,Luc Godard
12,Horst Berset
12,Omar Saadoun
12,Matthias Miller
12,El Maghnaoui
12,Zurich Oerlikon
11,Naim Cherni
11,Sara Danius
