mentions_count,name
48,Ren Rindlisbacher
36,Thomas Fabius
32,Ferdinand Hodler
29,Rios Montt
29,Amber Wstneck
26,Fabricio Alvarado
25,Kim Jong
24,Mireille Knoll
23,Catholic Pope
23,Efrain Rios Montt
18,Daniel Moser
17,Carles Puigdemont
16,Johan Lundgren
15,Rinko Nakajiri
15,Sachi Nakajima
15,Shiori Ito
13,António Guterres
13,Tariq Ramadan
12,Pope Francis
12,Thomas Domenig
12,Vladimir Putin
12,Michael Palin
12,Al Mahdi
12,Californian Santa Paula
12,François Hollande
12,Al Hasan
12,Aung San
12,Suu Kyi
11,Canton Zurich
