mentions_count,name
91,François Hollande
63,Mahmoud Abbas
56,Donald Trump
45,Holland Sarkozy
45,Square Franois Holland
41,Gaza Gaza
39,Theresa May
35,Stormy Daniels
29,Matthias Schssler
27,Nicolas Maduro
26,Ueli Maurer
23,Thomas Fabius
23,Kim Jong
21,Geiss Berger
20,Le Matin
19,Karl Marx
18,Hery Rajaonarimampianina
18,Mark Thompson
18,Bill Cosby
16,Luc Mlenchon
16,Edward Philippe
15,Mariano Rajoy
14,Wilbur Ross
14,Michel Haas
14,Jacob Schwab
13,A Alain Jourdan
13,Steven Mnuchin
12,Michael Cohen
11,Marcel Mauss
10,Doppelagenten Serguei
