mentions_count,name
67,Carlos Ghosn
40,Yves Yersin
36,Jawad Bendaoud
35,Angela Merkel
29,Theresa May
23,Jim Acosta
19,Radovan Vitek
16,Wolfgang Kubicki
15,Alper Yilmaz
15,Donald Trump
15,Heiko Maas
15,Oleg Sentsov
15,Asahi Shimbun
14,Monika Salzer
14,Birgit Pestalozzi
13,Samin Nosrat
13,Vaud Yves Yersin
13,Maarten Griffiths
12,Vladimir Putin
12,Patrick Matthey
12,Gary Desrosiers
12,Basler Zeitung
12,Felber Mayr
12,Friedrich Merz
12,George Soros
11,Yamal Khashoggi
11,Canton Zurich
10,Reto Voneschen
10,Jamal Khashoggi
10,Heidi Zgraggen
