mentions_count,name
119,Angela Merkel
84,Jens Spahn
75,Pascal Broulis
60,Jeremy Corbyn
49,Dani Arnold
44,Bachir Saleh
43,Silvio Berlusconi
42,Sylvie Vartan
40,Pipilotti Rist
39,Vladimir Putin
36,Boris Nemtsov
35,Nicolas Sarkozy
33,Kim Yong Chol
32,Guillaume Seznec
31,Abdel Rahman
26,Hani Ramadan
25,Susanne Ruoff
20,Florence Germond
20,Jaich Al-Islam
19,Shmuel Auerbach
18,Johnny Hallyday
17,Kim Jong
15,Alexander Djouhri
15,Tariq Ramadan
15,Hillary Clinton
15,Denis Langlois
13,Fabiano Citroni
13,Le Matin
12,Christopher Steele
11,Ueli Maurer
