mentions_count,name
56,Donald Trump
41,Theresa May
38,Ahsan Iqbal
36,Johann Schneider-Ammann
32,Herr Simmons
31,Luc Barthassat
30,Thomas Fabius
28,Mauro Poggia
26,John McCain
25,Vladimir Putin
21,Warren Buffett
19,Le Matin
18,Franziska Kohler
18,Gaza Gaza
18,François Hollande
15,Nathalie Fontanet
14,Carlos Carvalho
14,Mcg Mauro Poggia
13,Barack Obama
12,Matthias Schssler
12,Gerard Balcells
11,Alexey Navalny
11,Canton Solothurn
11,Robert Green
10,Goldman Sachs Bitcoin
10,Yves Nidegger
10,Saverio Tomasella
10,A Mcg Mauro Poggia
10,Goldman Sachs
