mentions_count,name
81,Alexander Benalla
51,Sergio Marchionne
32,Jasmine Rechsteiner
31,Donald Trump
21,Steven Mnuchin
21,Dominic Raab
20,Theresa May
18,Daniel Rossellat
18,Al Enriquez
18,Bernhard Ruchti
16,Philipp Schmidli
14,Vladimir Putin
14,Oskar Freysinger
12,Gaetan Bally
12,Sebastian Meyer
12,Ramon Busa
12,Roger Kaufmann
12,Jakob Ineichen
12,Ueli Maurer
11,Joseph Muscat
11,Angela Merkel
10,Samuel Herzog
10,Chaing Rai
10,Wieland Wagner
10,Rosario Murillo
10,Nancy Pelosi
9,Simone Bertogg
9,Sepp Christians
9,Canton Ticino
