mentions_count,name
60,Nikol Pachinian
42,Donald Trump
39,Theresa May
36,Harvey Weinstein
33,Kim Jong
24,Ruedi Eberle
24,Piers Morgan
23,Ueli Maurer
22,Joseph Deangelo
21,Tayyip Erdogan
20,Rodrigo Duterte
20,Julia Roberts
20,Nenad Sestan
18,Bill Cosby
16,Christoph Franz
16,Amber Rudd
14,Castle Dallaman
12,Jean-Louis Borloo
12,Malcolm Turnbull
10,Hollywood Weinstein
10,Angela Merkel
10,Janom Steiner
10,Armen Sarkisian
10,Hugo Pratt
9,Sophie Roselli
9,Sonntagszeitung Meps
9,Bundesrat Mason
9,Douglas Kennedy
9,Bundesrat Ignazio
