mentions_count,name
164,Johann Schneider-Ammann
90,Kim Jong
67,Sun Myung Moon
64,Erwin Sperisen
59,Bill Cosby
42,Gérard Depardieu
42,Simonetta Sommaruga
38,Bundesrat Schneider-Ammann
36,Sabrina Kouider
34,Donald Trump
34,Johann Schneider
30,Sonia Grimm
28,Ouissem Medouni
26,Angela Merkel
24,Justice Geneva
24,Le Matin
23,Alain Frey
21,Karen Karapetian
20,Nikol Pachinian
18,Sophie Lionnet
15,Tycoria Johnson
13,Eduard Venero
13,Suu Kyi
13,A Laurent Antonoff
13,Mary Jane
12,Geneva Justice
12,Mark Walton
12,Koji Yano
12,Björn Ulvaeus
12,Aung San
