mentions_count,name
41,Johann Schneider-Ammann
34,Gosar Paul
31,Le Dimanche
26,Ibrahim Mohamed Solih
24,Abdulla Yameen
24,Jeremy Corbyn
23,Horst Seehofer
22,Fernand Cuche
22,Mohamed Nasheed
21,Andreas Meyer
20,Paul Gosar
18,Christine Blasey Ford
16,Michel Houellebecq
16,Andrea Nahles
14,Donald Trump
14,Le Matin
13,Sepp Schmid
12,Alain Berset
12,Lopez Obrador
11,Gilles Marchand
11,Zayed Al Nahyan
11,Walter Wobmann
11,Brett Kavanaugh
11,Frieda Keller
11,Ali Khamenei
10,Theresa May
10,Canton Lucerne
10,Blasey Ford
10,Facebook Abmelden
