mentions_count,name
92,Raúl Castro
66,Christoph Blocher
62,Basler Zeitung
48,Barbara Bush
43,Nikolas Cruz
42,Philippe Caubre
37,Le Matin
37,Arabia Arabia
35,Pope Franois
34,Donald Trump
31,Alfie Evans
29,Erich Hess
26,A Pope Franois
24,Jack Taylor
24,Kendrick Lamar
23,Serge Sarkisian
21,Kim Jong
21,Shinzō Abe
20,Mark Zuckerberg
19,Luc Godard
19,Yoselyn Ortega
18,Antonio Tajani
17,Franois Longchamp
17,Derwin Sperisen
16,Alfred Latour
16,Justice Geneva
16,Yves Bertossa
14,Yves Nidegger
14,Anthony Burgess
