mentions_count,name
123,Bernhard Odehnal
101,Susanne Ruoff
65,Fathi Derder
59,Donald Trump
49,Matteo Salvini
46,Kim Jong
45,Justin Trudeau
43,Rupert Stadler
37,Angela Merkel
30,Simonetta Sommaruga
24,A Pope Franois
24,Le Matin
24,Doris Leuthard
23,Ngo Sos
22,Edward Leung
21,Pope Franois
21,Urs Schwaller
18,Pedro Sanchez
17,Catherine Focas
17,Dirk Vaihingen
15,Catholic Pope
15,Miguel Los
15,Mark Walder
15,Meghan Markle
14,Canton Lucerne
13,John Milton
13,Canton Solothurn
13,Johns Banville
13,Arthur Grosjean
