mentions_count,name
96,Donald Trump
84,Stephen Hawking
50,Stormy Daniels
46,Marielle Franco
45,Andrew Mccabe
40,Tariq Ramadan
33,Vladimir Putin
32,Vestine Dusabe
26,Pablo Escobar
24,Charles Juillard
24,Mbaye Ndiaye
21,Alfonso Navarrete
20,Michael Cohen
19,Laurie Bristow
19,Indian Ocean
18,Roberto Escobar
17,Michael Avenatti
16,Luc Barthassat
15,Thierry Mertenat
14,Sophie Roselli
14,Stephanie Clifford
14,Theresa May
13,Franco Taisch
13,John Bailey
13,Mariano Rajoy
13,Ameenah Gurib-Fakim
12,Le Matin
12,Lorraine Fasler
12,Canton Ticino
10,Arturo Brachetti
