mentions_count,name
41,Horst Seehofer
40,Angela Merkel
36,Lionel Girardin
35,Doris Leuthard
32,Paul Vi
30,Ruedi Kubli
27,Peter Hegglin
22,Sarah Mardini
21,Theresa May
20,Domenico Lucano
20,Pieter Hanson
20,Jamal Khashoggi
19,Jair Bolsonaro
18,Macintosh Johnson
15,Lara Alqasem
14,Fred Haise
14,Silvia Hess
14,Johann Schneider-Ammann
14,Fernando Haddad
14,Haddad Fernando
13,Matthias Stadler
13,Erich Ettlin
13,Norman Gobbi
12,Ananas Roch
12,Michel Barnier
12,Yamal Khashoggi
12,Giuseppe Gulino
12,Claudia Drost
12,Brett Kavanaugh
12,Dasho Paljor Dorji
