mentions_count,name
51,Doris Leuthard
48,Brett Kavanaugh
42,Lotfi Souli
41,Kevin Spacey
28,Jair Bolsonaro
26,Viola Amherd
25,Barbra Streisand
25,Donald Trump
24,Zoran Zaev
22,Laurent Gbagbo
20,Paul Gaultier
20,Christian Levrat
19,Sutopo Purwo Nugroho
18,Sayfullo Saipov
18,Johann Schneider-Ammann
18,Arthur Hnatek
16,Isabelle Moret
16,Van Dongen
15,Flake Jeff
14,Alain Berset
14,Mark Van Dongen
13,Angela Merkel
13,Christine Blasey Ford
12,Abu Walaa
12,Josef Mengele
12,Philippe Nantermod
11,Canton Lucerne
11,Cristian Regg
