mentions_count,name
36,Michelle Bachelet
33,Johann Schneider-Ammann
32,Nicolas Maduro
29,Julio Borges
21,Le Matin
20,Donald Trump
19,Kenny Karpov
17,António Guterres
16,Vladimir Putin
15,Victor Berestenko
14,Pierre-Yves Mottier
14,Engl Messerli
12,Gaza Gaza
12,Nikki Haley
12,Farid Ahmad
12,Arif Noori
12,Juan Requesens
12,Augusto Pinochet
12,Raad S Hussein
12,Jan Ullrich
11,Sonia Sotomayor
10,Kris Jenner
9,Berat Albayrak
9,Dmitry Medvedev
9,Ryanair Laudamotion
9,Melanie Thierry
9,Ethan Hawke
9,Saddam Hussein
9,Dmitry Medvedev
9,Paula Dyer
