mentions_count,name
66,El Chapo
42,Angela Merkel
37,Donald Trump
32,Guillaume Barazzone
30,Simonetta Sommaruga
29,Vladimir Putin
27,Jawad Bendaoud
25,Heidi Zgraggen
24,Nebojsa Medojevic
20,Suu Kyi
20,Mark Lamont
18,Selahattin Demirtas
18,Jair Bolsonaro
18,Yamal Khashoggi
17,Grasser Ueli Maurer
17,Kung Fu
17,Mauricio Macri
15,Yves Christmas
15,Carlos Ghosn
15,Le Matin
15,Michel Fourniret
14,Aref Hamza
14,Petro Poroshenko
12,Melchior Ndadaye
12,Daniel Rossellat
12,Bruce Mcarthur
12,Jim Bridenstine
11,Viola Amherd
11,Arabia Mohammed
11,Konrad Adenauer
