mentions_count,name
1498,Donald Trump
716,Bill Cosby
688,Le Matin
584,Kim Jong
508,Serge Sarkisian
447,François Hollande
343,Angela Merkel
333,Vladimir Putin
320,Theresa May
297,Mark Zuckerberg
297,Tariq Ramadan
282,Johann Schneider-Ammann
277,Nikol Pachinian
277,Carles Puigdemont
257,Erwin Sperisen
256,Stormy Daniels
250,Venne Amber
248,Andrea Constand
238,Viktor Orbán
236,Cambridge Analytica
223,Mauro Poggia
222,Michael Cohen
203,Barack Obama
201,Justice Geneva
190,Winnie Mandela
185,Thomas Fabius
180,Jaich Al-Islam
178,Gaza Gaza
167,Selfie A Christian
