mentions_count,name
114,Pascal Broulis
64,Nicolas Sarkozy
63,Ziad Takieddine
56,Frederik Paulsen
42,Andy Wong
39,Xherdan Shaqiri
32,David Lynch
25,Daniel Ortega
25,Pope Geneva
23,Geneva Hani Ramadan
22,Le Matin
22,Thibault Camus
19,Canton Lucerne
18,Laurent Favre
18,Angela Merkel
18,Rhissa Feltou
15,Horst Seehofer
15,Doris Leuthard
14,Claude Gueant
14,Didier Deriaz
14,Fredrik Paulsen
13,A Laurent Antonoff
13,Bundesrat Schneider-Ammann
13,Rosario Murillo
12,Emigdio Lopez Avendano
12,Margarita Sanchez
12,Pascal Couchepin
12,Theresa May
12,Tayyip Erdogan
11,Kellerhals Carrard
