mentions_count,name
143,Hani Ramadan
120,Kim Jong
113,Donald Trump
46,Cline Amaudruz
40,Tariq Ramadan
39,Angela Merkel
32,Grisha Bogdanov
31,Charles Herbert Best
31,Rafael Correa
30,Theresa May
22,Antar Davidson
20,Nikki Haley
20,Pope Francis
18,Joshua Schulte
17,A Lucia Favre
16,Matthias Schssler
16,Amal Fathy
16,Barack Obama
16,Le Matin
15,Columbian John
14,Luc Addor
14,Nicolas Suter
13,Dogan Akhanli
12,Salah Abdeslam
12,John Dee
12,Geneva Geneva
12,Naaimur Zakariyah
12,Rudolf Diesel
12,Pope Franois
