mentions_count,name
139,Vladimir Putin
90,Donald Trump
58,Didier Deschamps
32,El Chapo
29,Jamel Beghal
28,Harvey Weinstein
26,Juan Carlos
25,Le Matin
24,Li Keqiang
24,Donald Tusk
24,Hillary Clinton
22,Daniel Ortega
18,Barack Obama
17,Rebecca Soni
15,Theresa May
13,Rosario Murillo
13,Niraz Saied
12,George Bush
12,Sacha Cohen Baron
12,Robert Mueller
11,Stefan Arnold
11,Matteo Salvini
10,Kathrin Arioli
10,Andres Manuel Lopez
10,Louis Vuitton
9,Canton Lucerne
9,Daniel Lampart
9,Paul Ryan
9,Johns Bolton
9,Boris Yeltsin
