mentions_count,name
101,Tariq Ramadan
72,Theresa May
55,Donald Trump
53,Vladimir Putin
36,Mossack Fonseca
36,Maxim Hauchard
32,Carles Puigdemont
30,Gina Haspel
28,Marielle Franco
28,Le Matin
26,Rex Tillerson
25,Donatella Versace
23,Mariano Rajoy
22,Isaac Stern
22,Johann Schneider-Ammann
21,Awal Khan
21,Rudolf Diesel
18,Hans Egloff
16,A Thierry Mertenat
16,Jos Padilha
16,Simonetta Sommaruga
16,Christophe Bornand
16,Justice Geneva
16,Didier Castella
15,Ramirez Sanchez
15,Barack Obama
15,Ilich Ramirez Sanchez
14,Jordi Sanchez
14,Renate Senn
14,Heinz Widmer
