mentions_count,name
47,Vladimir Putin
42,Bruna Martinelli
27,Sacred Heart
26,Tariq Ramadan
25,Sarah Sanders
24,Ashley Judd
20,Le Matin
18,Henda Ayari
17,Rod Stewart
17,Walter Square
15,Michel Barnier
15,Flavian Valloggia
15,Gustavo Angulo
14,Patrik Gisel
14,Adolf Muschg
13,Donald Trump
13,Paul Rechsteiner
12,Hakan Samuelsson
12,Robin Williams
12,Huckabee Sanders
12,Harvey Weinstein
12,Mark Zuckerberg
12,Stefan Schlatter
12,Miller Leland
11,Michael Mcfaul
11,Christian Constantine
10,Tom Jones
10,Dominic Raab
10,Denis Furtado
10,Max Husmann
