mentions_count,name
180,Brett Kavanaugh
95,Christine Blasey Ford
65,Donald Trump
60,Blasey Ford
53,Johann Schneider-Ammann
49,Alain Berset
44,Simonetta Sommaruga
36,Philippe Nantermod
33,Angela Merkel
32,Doris Leuthard
28,Justin Trudeau
25,Deborah Ramirez
25,Audemars Piguet
25,Tayyip Erdogan
24,António Guterres
22,Richard Mille
21,Tran Dai Quang
21,Zhao Zewei
20,Nicolas Maduro
20,Suu Kyi
20,Rios Montt
18,Dmitri Peskov
16,Donald Trump
16,Eric Cottier
15,Lopez Obrador
14,Claude Dubois
14,Staatsbankett Bellevue
14,Jacob Ineichen
13,Catholic Pope
13,Le Matin
