mentions_count,name
66,John McCain
41,Noura Hussein
32,Vladimir Putin
30,Jacob Waerness
27,Fethullah Gülen
26,Mahathir Mohamad
24,Luc Godard
22,Le Matin
19,Maudet Abu Dhabi
18,Isabelle Moret
17,Donald Trump
16,Anwar Ibrahim
15,Naomi Musenga
15,Ueli Maurer
14,Kot Assadullah
13,Silvio Berlusconi
12,Tammie I Shults
12,Sassou Nguesso
12,Stephan John Macleod
12,Bruno Lafont
11,King Gracie Anwar
10,Tristan Thompson
10,Gerhard Pfister
10,Najib Razak
10,Jes Staley
9,Kelly Sims Gallagher
9,Christoph Blocher
8,Basharat Ali
