mentions_count,name
36,Frederik Paulsen
30,Reto Lamprecht
29,Brett Kavanaugh
28,Abraham Lincoln
25,Saddam Hussein
24,Julian Assange
21,Blasey Ford
20,Christine Blasey Ford
19,Jonathan Shana
18,Halbamtliche Fars
18,Pascal Broulis
18,John Magufuli
16,Rebecca Ruiz
16,Kol Barama
16,Pope Francis
15,Horst Seehofer
15,Donald Trump
14,Ashley Judd
12,Bruce Klingner
12,Elmar Wepper
12,Hasan Hasan
11,Dani Arnold
11,Simonetta Sommaruga
10,Ronald Reagan
10,Patti Davis
10,Ramezan Sharif
10,Hosseinsadeh Isna
10,Stadtmusik Willisau
