mentions_count,name
89,Nadia Murad
58,Brett Kavanaugh
46,Denis Mukwege
44,Suge Knight
28,Jair Bolsonaro
28,Luc Addor
24,Susan Collins
21,Andrea Broggini
20,Vladimir Putin
19,Solidar Suisse
19,Partnerhilfswerke Adra
19,Donald Trump
19,Peter Hilti
19,Helvetic Eurocorps
19,Le Matin
18,Hambach Forst
18,Lisa Murkowski
18,Simonetta Sommaruga
16,Yvan Perrin
16,Azhari Samad
16,Luca Filippini
15,Joko Widodo
15,Laquan Mcdonald
14,William Green
14,Joe Manchin
13,Raoul Schrumpf
12,Gerard Baumann
12,John Milton
12,Joseph Kabila
