mentions_count,name
63,Michelle Obama
42,Ron Desantis
38,Donald Trump
38,Theresa May
35,Barack Obama
34,Rick Scott
32,Jamal Khashoggi
30,Andrew Gillum
26,Christophe Castaner
26,Bolonka Zwetna
22,Cross Guardian
18,Carla Del Ponte
18,Angela Merkel
16,Viola Amherd
16,Caruana Galizia
14,Claudia Pfister
14,Nolwenn Leroy
14,Dominic Raab
13,Teresa May
13,Merkel Angela Merkel
13,Bill Nelson
13,Yamal Khashoggi
12,Aleksandr Zverev
12,Gerhard Pfister
12,Dick Marty
12,Felix Lehner
12,Evan Vucci
12,Gavin Newsom
11,Lisbeth Salander
