mentions_count,name
2060,Donald Trump
800,Angela Merkel
622,Le Matin
481,Theresa May
416,Rudolf Diesel
357,Alain Berset
356,Steve Bannon
310,Barack Obama
246,François Hollande
245,Ueli Maurer
236,Stefanie Christian
232,Vale Thorens
230,Mahmoud Abbas
224,Julian Assange
216,Rex Tillerson
207,Trumpmania Davos
205,Claudia Salzmann
202,Catholic Pope
200,Larry Nassar
198,Carles Puigdemont
196,Thomas Fabius
194,Nikki Haley
180,Jawad Bendaoud
176,Oprah Winfrey
173,Mont Blanc
171,Vladimir Putin
154,Hillary Clinton
153,Michael Wolff
