mentions_count,name
121,Kofi Annan
44,Ellen Girod
31,John Milton
24,Meyer Burger
20,Denzel Washington
18,Vladimir Putin
15,Sutopo Purwo Nugroho
15,Khaled Saeed
14,Milena Moser
14,Robert Mccall
14,Spike Lee
14,Ashraf Ghani
13,Daniela Spuhler
13,Khatia Buniatishvili
12,Hillary Clinton
11,Donald Trump
10,Ava Bracher
10,Aleksandr Scheuerlein
10,Christian Bigler
9,Tadamichi Yamamoto
9,Tariq Shah Bahrami
9,Yanis Varoufakis
8,Indian States
8,Giovanni Castellucci
8,Saji Cherian
8,Alain Moser
8,Marianne Hofmann
8,Kerala Thiruvananthapuram
8,Alexis Tsipras
8,Joseph Deiss
