mentions_count,name
50,Donald Trump
46,Gaza Gaza
44,Alain Berset
43,Anthony Vazquez
27,Didier Deschamps
23,Teresa May
21,Dan Etete
21,Vladimir Putin
21,Abdel Rahman
18,Daniel Ortega
18,David Cronenberg
18,Boris Johnson
17,Queen Elizabeth
15,Jack Lafontant
15,King Juan Carlos
14,Theresa May
13,David Davis
12,Fawzi Barhoum
12,Saman Kunan
11,Catherine Nivez
10,Antoine Griezmann
10,Markus Ritter
10,Matthias Baumann
9,Marianne Kohler
9,Ruben Pinar
9,Thomas Bernhard
8,Pedro Lenz
8,Le Dimanche
8,Ralf Margreiter
7,Philip Zimbardo
