mentions_count,name
63,Donald Trump
52,François Hollande
38,Michael Wolff
37,Steve Bannon
35,Jean-Marc Probst
33,Thomas Fabius
32,Christian Levrat
31,Oriol Junqueras
30,Rudolf Diesel
28,Tayyip Erdogan
26,Holland Sarkozy
26,Square Franois Holland
22,Karl Jeker
21,Jon Venables
20,Le Matin
19,Jaich Al-Islam
18,Abdel Rahman
16,Catalan Junqueras
13,Rex Tillerson
13,Pedro Pablo
13,Nour Tamimi
12,Meryl Streep
12,Thomas Putallaz
12,A Laurent Antonoff
12,Heather Nauert
11,Florent Quiquerez
11,Sarah Sanders
10,Mikhail Wolff
10,Migros Aar
10,Rigi Bahnen
