mentions_count,name
147,Steve Bannon
76,Donald Trump
30,Joshua Wong
27,Rex Tillerson
27,Theresa May
26,Isabelle Square
21,Roman Gauthier
21,David Turpin
21,Ragip Duran
20,Lars Ulrich
19,Nicolas Maduro
19,Pope Francis
18,Vladimir Putin
17,Edward Philippe
15,Le Matin
15,Klaus Schwab
15,Avenir Suisse
14,Marina Rollman
14,Adam Schiff
14,Indian Lions
14,Asahi Shimbun
13,Louise Turpin
12,Chrystia Freeland
12,Brigitte Bardot
12,Matthias Munzberg
11,Stefanie Christian
11,Isabelle Moret
11,Maarten Schulz Angela Merkel
11,Pope Franois
10,Mehmet Ali Celebi
