mentions_count,name
186,Kim Wall
77,Peter Madsen
46,Le Matin
42,Michel Fourniret
39,Suu Kyi
38,Donald Trump
33,Pascal Broulis
33,François Hollande
33,Simonetta Sommaruga
32,Didier Castella
23,Rudolf Diesel
23,Gary Cohn
23,Vladimir Putin
22,Saad Lamjarred
22,Boris Johnson
21,Jan Kuciak
21,Urs Schwaller
20,Kellerhals Carrard
20,Amber Rudd
19,Kim Jong
17,Rick Scott
17,Isabelle Gattiker
16,Sergio Mattarella
16,Silvio Berlusconi
14,Claude Dubois
14,Theresa May
12,Rex Tillerson
12,Aung San
11,Philipp Rindlisbacher
11,Alexander Litvinenko
