mentions_count,name
83,Donald Trump
41,Vladimir Putin
40,Jair Bolsonaro
35,Kim Jong
31,Abu Ramadan
30,April Duma
29,Matthias Schssler
29,Mauro Poggia
26,Canton Geneva
25,Pascal Gantenbein
23,Luc Barthassat
21,James Comey
21,Imam Biel Abu Ramadan
18,Bernhard Hodler
17,Luiz Inacio Lula
16,Mirjam Messerli
15,Albert Hofmann
14,Barack Obama
12,Christof Scheurer
12,Yvonne Beutler
12,Viktor Orbán
12,Goff Jean-Pierre
12,Michel Temer
12,Nicolas Maduro
12,Aung San
12,Suu Kyi
12,Bachar Al Assad
11,Eric Stauffer
11,Justice Geneva
11,Tina Huber
