mentions_count,name
108,Tariq Ramadan
30,Michelle Zimmermann
29,Andrea Nahles
27,Eric Stauffer
26,Brett Kavanaugh
26,Staatsarchiv Lucerne
25,Daniel Koch
25,Helen Dahm
25,Kathy Riklin
23,Jacob Ineichen
22,Donald Trump
16,Adrian Holloway
16,Abdel Aziz
16,Tidjane Thiam
16,Islamforscher Tariq Ramadan
16,Le Dimanche
15,Angela Merkel
14,Henda Ayari
14,Hambach Forst
13,Horst Seehofer
13,Matteo Salvini
13,Serguei Skripal
13,Kurt Koch
12,Jair Bolsonaro
12,King Salman
11,Le Matin
11,Frauke Petry
11,Henry Mcmaster
10,Samantha Kane
