mentions_count,name
104,Donald Trump
62,Angela Merkel
59,Viktor Orbán
59,Daniel Ortega
59,Scott Pruitt
54,Thomas Fabius
53,Claude Lanzmann
46,Horst Seehofer
43,Sajid Javid
39,François Hollande
37,Theresa May
36,Le Matin
36,Engl Weber
28,Zhoushan Schlepperschiffe
27,Nicolas Maduro
26,Canton Lucerne
23,Anthony Kennedy
20,Oleg Sentsov
19,Holland Sarkozy
19,Square Franois Holland
18,Mary Jane
16,Laurent Delahousse
16,Tamedia Romandie
16,Christine Lagarde
15,Brett Kavanaugh
15,Andrea Nahles
14,Scarlett Johansson
13,A Guillaume Laurent
12,Muammar Gaddafi
12,Alex Azar
