mentions_count,name
101,Gaza Gaza
82,Amber Wstneck
69,Bill Cosby
60,Laura Smet
50,David Hallyday
47,Pippa Middleton
42,Khalifa Sall
41,Stephon Clark
39,Donald Trump
39,Malala Yousafzai
34,Serguei Skripal
33,Johnny Hallyday
32,Grace Mugabe
32,David Matthews
32,Arnold Schwarzenegger
30,Nicolas Sarkozy
26,Omar Mateen
25,Rahim Namazov
23,Jeff Bezos
20,Laeticia Hallyday
18,Jean Piaget Neuchtel
18,Sabrina Myre
17,Christine Talos
17,David Hallyday Laura Smet
17,Le Matin
17,Josef Dittli
16,Avigdor Liberman
16,António Guterres
15,Rudolf Vonlanthen
