mentions_count,name
62,Donald Trump
44,Alain Berset
36,Angela Merkel
33,Nikki Haley
32,Ueli Maurer
29,Larry Nassar
27,Horst Alain Berset
24,Trumpmania Davos
20,Mia Farrow
19,Klaus Schwab
19,Michael Wolff
17,Carles Puigdemont
17,Miloš Zeman
15,Cornelia Bader
14,Johann Schneider-Ammann
14,Walid Al-Ibrahim
13,Etienne Rivier
13,Matthias Nyffeler
13,Mauro Poggia
12,Mark Schelker
12,Delphine Batho
11,Barry Sherman
10,Bill Schuette
10,Mark Walder
9,Hassina Safi
9,Pascal Gavillet
9,Basler Zeitung
9,Mark Galvez
8,Le Matin
8,Ulrich Giezendanner
